Index,PartNumber_TLN_BOM,PartNumber_BOM_BOM,Match,Component,Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark
598,,CKB57119,exact,MoldedBreaker,"3P,225A,25kA/240V,SQD,Line",,Active,14,,TRUE,Molded Breaker
599,,CKB57120,exact,MoldedBreaker,"3P,225A,65k/240V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
600,,CKB57121,exact,MoldedBreaker,"3P,225A,65k/240V,SQD,Line",,Active,14,,TRUE,Molded Breaker
601,,CKB57122,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
602,,CKB57125,exact,MoldedBreaker,"3P,250A,14k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
603,,CKB57132,exact,MoldedBreaker,"3P,700A,25k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
604,,CKB57135,exact,MoldedBreaker,"3P,2000A,18k/600V,SQD,80%,NoTerm",,Active,14,,TRUE,Molded Breaker
605,,CKB57135-T,exact,MoldedBreaker,"3P,2000A,18k/600,SQD,80%,NoTRM,Test",,Active,14,,TRUE,Molded Breaker
606,,CKB57137,exact,MoldedBreaker,"3P,800A,18k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
607,,CKB57139,exact,MoldedBreaker,"3P,225A,65k/480V,SQD,100%,Line     ",,Active,14,,TRUE,Molded Breaker
608,,CKB57141,exact,MoldedBreaker,"3P,1000A,18k/600V,SQD,80%,Lugs     ",,Active,14,,TRUE,Molded Breaker
609,,CKB57143,exact,MoldedBreaker,"3P,250A,65K/480V,SQD,80%,LUGS",,Active,14,,TRUE,Molded Breaker
610,,CKB57152,exact,MoldedBreaker,"3P,400A,25k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
611,,CKB57154,exact,MoldedBreaker,"3P,250A,25k/240V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
612,,CKB57157,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%,Line,LSI ",,Active,14,,TRUE,Molded Breaker
613,,CKB57157-T,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%,Line,Test",,Active,14,,TRUE,Molded Breaker
614,,CKB57157T,exact,MoldedBreaker,"TEST,3P,400A,18K/600V,SQD,100%,LINE",,Active,14,,TRUE,Molded Breaker
615,,CKB57161,exact,MoldedBreaker,"3P,1250A,50k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
616,,CKB57162,exact,MoldedBreaker,"3P,800A,25k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
617,,CKB57165,exact,MoldedBreaker,"3P,600A,25k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
618,,CKB57166,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,80%,Line",,Active,14,,TRUE,Molded Breaker
619,,CKB57167,exact,MoldedBreaker,"3P,400A,22k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
620,,CKB57168,exact,MoldedBreaker,"3P,400A,25k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
621,,CKB57169,exact,MoldedBreaker,"3P,400A,25k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
622,,CKB57170,exact,MoldedBreaker,"3P,250A,14k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
623,,CKB57178,exact,MoldedBreaker,"3P,600A,50k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
624,,CKB57179,exact,MoldedBreaker,"3P,800A,50k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
625,,CKB57180,exact,MoldedBreaker,"3P,400A,25k/240V,SQD,80%,I-LINE",,Active,14,,TRUE,Molded Breaker
626,,CKB57181,exact,MoldedBreaker,"3P,400A,25k/240V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
627,,CKB57187,exact,MoldedBreaker,"3P,400A,35k/480V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
628,,CKB57188,exact,MoldedBreaker,"PLG,RATING,3P,400A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
629,,CKB57190,exact,MoldedBreaker,"3P,800A,50k/480V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
630,,CKB57194,exact,MoldedBreaker,"3P,400A,22k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
631,,CKB57195,exact,MoldedBreaker,"3P,250A,18k/600V,SQD,100%,Line     ",,Active,14,,TRUE,Molded Breaker
632,,CKB57195T,exact,MoldedBreaker,"3P,225A,18k/600V,SQD,100%,Line     ",,Active,14,,TRUE,Molded Breaker
633,,CKB57200,exact,MoldedBreaker,"3P,250A,35k/277V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
634,,CKB57201,exact,MoldedBreaker,"PLG,RATING,3P,125A,F-FRM,GE,480V",,Active,14,,TRUE,Molded Breaker
635,,CKB57205,exact,MoldedBreaker,"3P,400A,14k/600V,SQD,100%,Line",,Active,14,,TRUE,Molded Breaker
636,,CKB57207,exact,MoldedBreaker,"3P,225A,35k/480V,ETN,Lugs",,Active,14,,TRUE,Molded Breaker
637,,CKB57222,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
638,,CKB57224,exact,MoldedBreaker,"3P,800A,25k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
639,,CKB57224-T,exact,MoldedBreaker,"3P,800A,25k/600V,SQD,80%,Lugs,Test",,Active,14,,TRUE,Molded Breaker
640,,CKB57646,exact,MoldedBreaker,"3P,225A,25k/240V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
641,,CKB58828,exact,MoldedBreaker,"3P,400A,18K/600V,SQD,100%,LUG      ",,Active,14,,TRUE,Molded Breaker
642,,CKB58829,exact,MoldedBreaker,"3P,600A,35K/480V,SQD,80%,LUGS",,Active,14,,TRUE,Molded Breaker
643,,CKB58829-T,exact,MoldedBreaker,"3P,600A,18K/480V,SQD,80%,LUGS,Test",,Active,14,,TRUE,Molded Breaker
644,,CKB58832,exact,MoldedBreaker,"3P,400A,65k/240V,SQD,80%,Line",,Active,14,,TRUE,Molded Breaker
645,,CKB58833,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
646,,CKB58834,exact,MoldedBreaker,"3P,400A,65K/240V,SQD,80%,LUGS,LSI  ",,Active,14,,TRUE,Molded Breaker
647,,CKB65134,exact,MoldedBreaker,"3P,2000A,65KA,480V,SQD,80%,BUS,SA  ",,Active,14,,TRUE,Molded Breaker
648,,CKB65135,exact,MoldedBreaker,"3P,1600A,65KA,208V,SQD,80%,BUS     ",,Active,14,,TRUE,Molded Breaker
649,,CKB65160,exact,MoldedBreaker,"3P, 30A, 480V FAZ-C30-3-NA",,Active,14,,TRUE,Molded Breaker
650,,CKB65176,exact,MoldedBreaker,"CRADLE W/BACKMOLD,3P,1600A,SQD     ",,Active,14,,TRUE,Molded Breaker
651,,CKB65210,exact,MoldedBreaker,"3P,400,18KA,480,SQD,80%,PLGN,MC,LI ",,Active,14,,TRUE,Molded Breaker
652,,CKB65293,exact,MoldedBreaker,"3P,200A,100KA,600V,SQD,80%,BUS,SA  ",,Active,14,,TRUE,Molded Breaker
653,,CKB65378,exact,MoldedBreaker,"3P,125A,35KA,480V,SQD,100%,LUGS,   ",,Active,14,,TRUE,Molded Breaker
654,,CKB65688,exact,MoldedBreaker,"3P,250,35KA,600,SQD,100%,LINE LUG  ",,Active,14,,TRUE,Molded Breaker
655,,CKB65693,exact,MoldedBreaker,"3P,250,100KA/240V,SQD,80%,LOAD LUG ",,Active,14,,TRUE,Molded Breaker
656,,CKB65694,exact,MoldedBreaker,"3P,400,100KA/240V,SQD,80%,LOAD LUG ",,Active,14,,TRUE,Molded Breaker
657,,CKB65695,exact,MoldedBreaker,"3P,1200,65KA,480,SQD,100%,LUGS     ",,Active,14,,TRUE,Molded Breaker
658,,CKB65695T,exact,MoldedBreaker,"TEST,3P,1200,65KA,480,SQD,100%,LUGS",,Active,14,,TRUE,Molded Breaker
659,,CKB65732,exact,MoldedBreaker,"3P,125,65KA,480,SQD,80%,I-LINE,    ",,Active,14,,TRUE,Molded Breaker
660,,CKB65738,exact,MoldedBreaker,"SQD-MJL,3P,700A,480V,65K,E-TRIP,KK ",,Active,14,,TRUE,Molded Breaker
661,,CKB65773,exact,MoldedBreaker,"3P,800,35KA/480V,SQD,80%, LUGS     ",,Active,14,,TRUE,Molded Breaker
662,,CKB65972,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,80%,LOAD LUGI",,Active,14,,TRUE,Molded Breaker
663,,CKB66000,exact,MoldedBreaker,"3P,1200A,35K/480,SQD,80%,LUGS      ",,Active,14,,TRUE,Molded Breaker
664,,CKB66008,exact,MoldedBreaker,"3P,600A,65KA,208V,GE,100%,LOAD LUGS",,Active,14,,TRUE,Molded Breaker
665,,CKB66008T,exact,MoldedBreaker,"3P,600A,65KA,208V,GE,100%,LOAD LUGS",,Active,14,,TRUE,Molded Breaker
666,,CKB66028,exact,MoldedBreaker,"3P,400A,65KA,480V,SQD,100%,LUGS OFF",,Active,14,,TRUE,Molded Breaker
667,,CKB66101,exact,MoldedBreaker,"3P,250A,65KA,480V,SQD,100%,LUGS,TM ",,Active,14,,TRUE,Molded Breaker
668,,CKB66203,exact,MoldedBreaker,"3P,1000A,65KA,480V,SQD,100%,LUG,LSI",,Active,14,,TRUE,Molded Breaker
669,,CKB66228,exact,MoldedBreaker,"AUX,3P,T5,600V,600A,100KA@480V     ",,Active,14,,TRUE,Molded Breaker
670,,CKB66229,exact,MoldedBreaker,"SHUNT,3P,T5,600V,600A,100KA@480V   ",,Active,14,,TRUE,Molded Breaker
671,,CKB66232,exact,MoldedBreaker,"PHASE BARR,3P,T4/T5                ",,Active,14,,TRUE,Molded Breaker
672,,CKB66256,exact,MoldedBreaker,"3P,2000A,65KA,480V,SQD,100%",,Active,14,,TRUE,Molded Breaker
673,,CKB66330,exact,MoldedBreaker,"3P,200A,100KA,600V,SQD,80%,LUGS,TM ",,Active,14,,TRUE,Molded Breaker
674,,CKB66331,exact,MoldedBreaker,"3P,250A,35KA,480V,SQD,100%,LUGS,CT ",,Active,14,,TRUE,Molded Breaker
675,,CKB66369,exact,MoldedBreaker,"3P,225,35KA,480,ABB,80%,LUGS,      ",,Active,14,,TRUE,Molded Breaker
676,,CKB66461,exact,MoldedBreaker,"3P,250A,35KA,480V,SQD,80%,ILINE,LI ",,Active,14,,TRUE,Molded Breaker
677,,CKB66462,exact,MoldedBreaker,"3P,400A,65KA,480V,SQD,80%,LUGS,KK  ",,Active,14,,TRUE,Molded Breaker
678,,CKB66464,exact,MoldedBreaker,"3P,500A,65KA,480V,SQD,100%,LUGS,LI ",,Active,14,,TRUE,Molded Breaker
679,,CKB66466,exact,MoldedBreaker,"3P,225A,65KA,480V,SQD,80%,I-LINE,TM",,Active,14,,TRUE,Molded Breaker
680,,CKB66519,exact,MoldedBreaker,"3P,800A,25k/600V,SQD,80%,NST",,Active,14,,TRUE,Molded Breaker
681,,CKB66524,exact,MoldedBreaker,"3P,600A,35k/480V,SQD,80%,Lugs      ",,Active,14,,TRUE,Molded Breaker
682,,CKB66528,exact,MoldedBreaker,"3P,60A,35KA,480V,SQD,80%,I-LINE,TM ",,Active,14,,TRUE,Molded Breaker
683,,CKB66563,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,80%,24VDC ST ",,Active,14,,TRUE,Molded Breaker
684,,CKB66563T,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,80%,24VDC ST",,Active,14,,TRUE,Molded Breaker
685,,CKB66564,exact,MoldedBreaker,"3P,250A,65KA,480V,SQD,100%         ",,Active,14,,TRUE,Molded Breaker
686,,CKB66565,exact,MoldedBreaker,"32A, 3P,EATON, 415VAC",,Active,14,,TRUE,Molded Breaker
687,,CKB66654,exact,MoldedBreaker,"3P,250A,65KA,480V,SQD,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
688,,CKB66739,exact,MoldedBreaker,"3P,800A,50KA,600V,SQD,100%,24VDC ST",,Active,14,,TRUE,Molded Breaker
689,,CKB66749,exact,MoldedBreaker,"3P,1200A,65KA,480V,SQD,80%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
690,,CKB66840,exact,MoldedBreaker,"3P,1200,65KA,480,SQD,80%,24VDC ST  ",,Active,14,,TRUE,Molded Breaker
691,,CKB66840T,exact,MoldedBreaker,"3P,1200,65KA,480,SQD,80%,24VDC ST  ",,Active,14,,TRUE,Molded Breaker
692,,CKB66850,exact,MoldedBreaker,"EATON-JGS,3P,480V,250AF,LSI,35K,80%",,Active,14,,TRUE,Molded Breaker
693,,CKB66880,exact,MoldedBreaker,"Rear flat Term, T7-T7M-X1, 3PCS ABB",,Active,14,,TRUE,Molded Breaker
694,,CKB66915,exact,MoldedBreaker,"3P,225,25KA,600VAC,ABB,100%,LUGS,FX",,Active,14,,TRUE,Molded Breaker
695,,CKB66916,exact,MoldedBreaker,"PLGN KIT,XT3,3P,ABB,FRT TERM,MOVING",,Active,14,,TRUE,Molded Breaker
696,,CKB66919,exact,MoldedBreaker,"PLGN KIT,XT3,3P,ABB,FRT TERM,FIXED",,Active,14,,TRUE,Molded Breaker
697,,CKB67051,exact,MoldedBreaker,"3P,2000A,65KA,480V,SQD,100%,BUS,SA",,Active,14,,TRUE,Molded Breaker
698,,CKB67051T,exact,MoldedBreaker,"3P,2000A,65KA,480V,SQD,100%,BUS,SA",,Active,14,,TRUE,Molded Breaker
699,,CKB67052,exact,MoldedBreaker,"3P,1600A,65KA,208V,SQD,100%,BUS",,Active,14,,TRUE,Molded Breaker
700,,CKB67264,exact,MoldedBreaker,"3P,250A,35KA,480V,SQD,80%,I-LINE,LI",,Active,14,,TRUE,Molded Breaker
701,,CKB67358,exact,MoldedBreaker,"PLGN KIT,XT4,3P,ABB",,Active,14,,TRUE,Molded Breaker
702,,CKB67359,exact,MoldedBreaker,"PLGN KIT,XT4,3P,ABB,EXT FRT TRM/FIX",,Active,14,,TRUE,Molded Breaker
703,,CKB67370,exact,MoldedBreaker,"3P,250A,65k/480V,ABB,Lugs,XT4",,Active,14,,TRUE,Molded Breaker
704,,CKB67499,exact,MoldedBreaker,"3P,800,65KA,208,SQD,100%",,Active,14,,TRUE,Molded Breaker
705,,CKB67571,exact,MoldedBreaker,"400A,3P,100%,35K@480V,ETN,K,LSI",,Active,14,,TRUE,Molded Breaker
706,,CKB67584,exact,MoldedBreaker,"400A,3P,80%,35K@480V,ETN,K,BOLT-ON",,Active,14,,TRUE,Molded Breaker
707,,CKB67594,exact,MoldedBreaker,"250A,3P,100%,35K@480V,ETN,J,LS,LINE",,Active,14,,TRUE,Molded Breaker
708,,CKB67611,exact,MoldedBreaker,"600A,3P,80%,35K@480V,ETN,L,MAG,FIXE",,Active,14,,TRUE,Molded Breaker
709,,CKB67712,exact,MoldedBreaker,"3P,400A,35KA,480V,SQD,80%,LUGS,LSIG",,Active,14,,TRUE,Molded Breaker
710,,CKB67780,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,80%,NO TERM,",,Active,14,,TRUE,Molded Breaker
711,,CKB67781,exact,MoldedBreaker,"3P,225A,35KA,480V,ABB,80%,NONE,XT3",,Active,14,,TRUE,Molded Breaker
712,,CKB67825,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,80%,LINE LUG,",,Active,14,,TRUE,Molded Breaker
713,,CKB68055,exact,MoldedBreaker,"CB,3P,80A,600V,18KA,100%,H-Frame",,Active,14,,TRUE,Molded Breaker
714,,CKB68083,exact,MoldedBreaker,"3P, 45A, SQD, 18kAIC@600V, TM,100%.",,Active,14,,TRUE,Molded Breaker
715,,CKB68132,exact,MoldedBreaker,"3P,100A,25KA,480V,GE,80%,LUGS,THED ",,Active,14,,TRUE,Molded Breaker
716,,CKB68257,exact,MoldedBreaker,"3P,800A,100KA,600V,SQD,100%24VDC ST",,Active,14,,TRUE,Molded Breaker
717,,CKB68258,exact,MoldedBreaker,"3P,250A,35KA,600V,SQD,100%",,Active,14,,TRUE,Molded Breaker
718,,CKB68259,exact,MoldedBreaker,"3P,250A,35KA,600V,SQD,100%",,Active,14,,TRUE,Molded Breaker
719,,CKB68363,exact,MoldedBreaker,"3P,500A,35KA,480V,SIE,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
720,,CKB68365,exact,MoldedBreaker,"3P,400A,35KA,480V,SIE,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
721,,CKB68366,exact,MoldedBreaker,"3P,250A,35KA,480V,SIE,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
722,,CKB68384,exact,MoldedBreaker,"3P,250A,65k/480V,SQD,100%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
723,,CKB68398,exact,MoldedBreaker,"3P,600A,65KA,480V,SQD,100%,24VDC ST",,Active,14,,TRUE,Molded Breaker
724,,CKB68399,exact,MoldedBreaker,"3P,400A,35KA,480V,SQD,100%,LSI     ",,Active,14,,TRUE,Molded Breaker
725,,CKB68399T,exact,MoldedBreaker,"3P,400A,35KA,480V,SQD,100%",,Active,14,,TRUE,Molded Breaker
726,,CKB68548,exact,MoldedBreaker,"3P,2000A,65KA,480V,SQD,100%,24VDC",,Active,14,,TRUE,Molded Breaker
727,,CKB68594,exact,MoldedBreaker,"3P,250A,35k/480V,ETN,80%,Lugs      ",,Active,14,,TRUE,Molded Breaker
728,,CKB68673,exact,MoldedBreaker,"3P,800A,35KA,600V,SQD,80%,120VAC ST",,Active,14,,TRUE,Molded Breaker
729,,CKB68819,exact,MoldedBreaker,"CB,3P+N,250A,600VAC,100%,SQ-D",,Active,14,,TRUE,Molded Breaker
730,,CKB68874T,exact,MoldedBreaker,"3P,600A65KA600VSQD,80%,24VDC ST TST",,Active,14,,TRUE,Molded Breaker
731,,CKB68957,exact,MoldedBreaker,"3P,400A,65KA,480V,SQD100%,I-LINE CB",,Active,14,,TRUE,Molded Breaker
732,,CKB68957T,exact,MoldedBreaker,"3P,400A,65KA,480V,SQD,80%,I-LINE CB",,Active,14,,TRUE,Molded Breaker
733,,CKB68976,exact,MoldedBreaker,"3P,250A,35KA,480V,SQD,100%",,Active,14,,TRUE,Molded Breaker
734,,CKB69041,exact,MoldedBreaker,"3P,250A,100k/480V,SQD,100%,T/M,LUGS",,Active,14,,TRUE,Molded Breaker
735,,CKB69052,exact,MoldedBreaker,"3P,400A,65KA,480V,GE,100%,LUGS,    ",,Active,14,,TRUE,Molded Breaker
736,,CKB69094,exact,MoldedBreaker,"3P,250A,65KA,480V,SQD,80%,LUGS,LSIG",,Active,14,,TRUE,Molded Breaker
737,,CKB69310,exact,MoldedBreaker,"3P,150,65KA,480,SQD,80%,I-LINE",,Active,14,,TRUE,Molded Breaker
738,,CKB69321,exact,MoldedBreaker,"3P,225,35KA,480,ETN,100%,LOADLUG,JG",,Active,14,,TRUE,Molded Breaker
739,,CKB69515,exact,MoldedBreaker,"3P,T7L,1200A,100K@480V,ABB         ",,Active,14,,TRUE,Molded Breaker
740,,CKB69584,exact,MoldedBreaker,"400AF/250AT,3P,4W,LSI,1%,14KA,,3VA6",,Active,14,,TRUE,Molded Breaker
741,,CKB69587,exact,MoldedBreaker,"600AF/500AT,3P,LSI,1%,65KA,SHMD,SIE",,Active,14,,TRUE,Molded Breaker
742,,CKB69602,exact,MoldedBreaker,"3P,60A,65k/480V,ABB,XT4",,Active,14,,TRUE,Molded Breaker
743,,CKB69603,exact,MoldedBreaker,"LUG KIT,XT4,3P,ABB,CU,(3 PER)",,Active,14,,TRUE,Molded Breaker
744,,CKB69741,exact,MoldedBreaker,"3P,2000,65KA,480,SQD,100%",,Active,14,,TRUE,Molded Breaker
745,,CKB69758,exact,MoldedBreaker,"3P,600,65KA,208,EATON,100%",,Active,14,,TRUE,Molded Breaker
746,,CKB69819,exact,MoldedBreaker,"3P,100A,22K/480V,ABB,XT1,LINE,100%",,Active,14,,TRUE,Molded Breaker
747,,CKB69873,exact,MoldedBreaker,"3P,200A,22K/240V,GE,LUGS           ",,Active,14,,TRUE,Molded Breaker
748,,CKB69875,exact,MoldedBreaker,"PLG,RATING,3P,400A,G-FRM,GE,600V   ",,Active,14,,TRUE,Molded Breaker
749,,CKB69961,exact,MoldedBreaker,"3P,600A,65K@480,ETN,100%PWR DEFENSE",,Active,14,,TRUE,Molded Breaker
750,,CKB69962,exact,MoldedBreaker,"3P,400A,35K@415,ETN,100%PWR DEFENSE",,Active,14,,TRUE,Molded Breaker
751,,CKB70035,exact,MoldedBreaker,"3Pole,500Amp,120VAC ST,65KAIC@480V",,Active,14,,TRUE,Molded Breaker
752,,CKB70036,exact,MoldedBreaker,"3Pole, 60amp, 65KAIC@208V",,Active,14,,TRUE,Molded Breaker
753,,CKB70092,exact,MoldedBreaker,"3P,400A,100KA,480V,SQD,100%,LUGS,LI",,Active,14,,TRUE,Molded Breaker
754,,CKB70266,exact,MoldedBreaker,"CB,3P,SQD600AF\ 600AT80%50KAIC@600V",,Active,14,,TRUE,Molded Breaker
755,,CKB70271,exact,MoldedBreaker,"CB 3P, 800AF\800AT, 65KAIC@208, 80%",,Active,14,,TRUE,Molded Breaker
756,,CKB70291,exact,MoldedBreaker,"CB,3P,800AF\800AT,80%,65KAIC@480V",,Active,14,,TRUE,Molded Breaker
757,,CKB70367,exact,MoldedBreaker,"3P,600AF\400AT100,65KA@208V,LSI5.3E",,Active,14,,TRUE,Molded Breaker
758,,CKB70406,exact,MoldedBreaker,"3P,60A,35KA,480V,SQD,80%,I-LINE",,Active,14,,TRUE,Molded Breaker
759,,CKB70407,exact,MoldedBreaker,"3P,20A,35KA,480V,SQD,80%,I-LINE",,Active,14,,TRUE,Molded Breaker
760,,CKB70474,exact,MoldedBreaker,"3P,800A,100KA@480V,SQD,100%,LUG,LSI",,Active,14,,TRUE,Molded Breaker
761,,CKB70509,exact,MoldedBreaker,"3P,250,35KA,480V,ETN,80%,LUGS,LSI  ",,Active,14,,TRUE,Molded Breaker
762,,CKB70510,exact,MoldedBreaker,"3P,225,25KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
763,,CKB70516,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
764,,CKB70551,exact,MoldedBreaker,"3P,1200AF/800AT,50KAIC@600VAC,80%",,Active,14,,TRUE,Molded Breaker
765,,CKB70570,exact,MoldedBreaker,"ETN,3P,PLUG-IN ADAPTER,LG-FRAME    ",,Active,14,,TRUE,Molded Breaker
766,,CKB70594,exact,MoldedBreaker,"3P,1200AF/1200AT,100%,65KAIC@480V",,Active,14,,TRUE,Molded Breaker
767,,CKB70690,exact,MoldedBreaker,"3P,400A,65KA@480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
768,,CKB70694,exact,MoldedBreaker,"CB3Pole,800AF\600AT,80%,65KAIC@480V",,Active,14,,TRUE,Molded Breaker
769,,CKB70716,exact,MoldedBreaker,"3P,1200AF/1200AT,100%,65KAIC@480V  ",,Active,14,,TRUE,Molded Breaker
770,,CKB70717,exact,MoldedBreaker,"3P,3000AF/1600AT,100%,65KAIC@208V  ",,Active,14,,TRUE,Molded Breaker
771,,CKB71003,exact,MoldedBreaker,"3P,1200A,35KA,480V,SQD,100%,LUGS,LI",,Active,14,,TRUE,Molded Breaker
772,,CKB71005,exact,MoldedBreaker,"3P,400A,35k/480V,SQD,100%,Lugs,LSIG",,Active,14,,TRUE,Molded Breaker
773,,CKB71109,exact,MoldedBreaker,"3P,500A,65KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
774,,CKB71111,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
775,,CKB71125,exact,MoldedBreaker,"ETN,TRIP UNIT, PD6, 3P,600V        ",,Active,14,,TRUE,Molded Breaker
776,,CKB71400,exact,MoldedBreaker,"3P+N,400A,18k/600V,SQD,80%,Lugs    ",,Active,14,,TRUE,Molded Breaker
777,,CKB71479,exact,MoldedBreaker,"3P,600V,250A,35KAIC,100%,LSI,SQD,L",,Active,14,,TRUE,Molded Breaker
778,,CKB71479T,exact,MoldedBreaker,"3P,600V,250A,35KAIC,100%,LSI,SQD,L",,Active,14,,TRUE,Molded Breaker
779,,CKB71493,exact,MoldedBreaker,"3P,400A,25KA,480V,ABB,80%,NO LUGS  ",,Active,14,,TRUE,Molded Breaker
780,,CKB71576,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
781,,CKB71576T,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
782,,CKB71581,exact,MoldedBreaker,"3P,2000A,100%,LSIG,65K@480V,RG,ETN",,Active,14,,TRUE,Molded Breaker
783,,CKB71582,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
784,,CKB71634T,exact,MoldedBreaker,"T,3P,1600A,100%,LSI,35KAIC@480V,SQD",,Active,14,,TRUE,Molded Breaker
785,,CKB71635,exact,MoldedBreaker,"3P,225A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
786,,CKB71680,exact,MoldedBreaker,"3P,225A,T/M TRIP,65KAIC@208V,ETNPD2",,Active,14,,TRUE,Molded Breaker
787,,CKB71680T,exact,MoldedBreaker,"T,3P,225A,T\M TRIP,65KAIC@208V,PD2",,Active,14,,TRUE,Molded Breaker
788,,CKB71684,exact,MoldedBreaker,"3P,800A,T/M TRIP,65KAIC@480V,ETNPD4",,Active,14,,TRUE,Molded Breaker
789,,CKB71684T,exact,MoldedBreaker,"T,3P,800A,T/M TRIP,65KAIC@480V,PD4",,Active,14,,TRUE,Molded Breaker
790,,CKB71717,exact,MoldedBreaker,"3P,125A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
791,,CKB71720,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
792,,CKB71721,exact,MoldedBreaker,"3P,125A,65KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
793,,CKB71751,exact,MoldedBreaker,"3P,225A,25KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
794,,CKB71792,exact,MoldedBreaker,"3P,150A,35KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
795,,CKB71793,exact,MoldedBreaker,"3P,100A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
796,,CKB71918,exact,MoldedBreaker,"3P,200A,50KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
797,,CKB71965,exact,MoldedBreaker,"3P,1200A,65KA@480VAC,100%LSI",,Active,14,,TRUE,Molded Breaker
798,,CKB71967,exact,MoldedBreaker,"3P,400A,65KA@480V,ETN,100%,LSI",,Active,14,,TRUE,Molded Breaker
799,,CKB71973,exact,MoldedBreaker,"3P,200A,35KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
800,,CKB71980,exact,MoldedBreaker,"3P,350A,35KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
